번호,시설명,도로명전체주소,위도(EPSG4326),경도(EPSG4326)
1207,서울시 북부기술 교육원 지하1층 주차장,"서울특별시 노원구 덕릉로70가길 81, 서울특별시북부기술교육원 (상계동)",37.64227006,127.0576532
1208,중계1동주민센터 지하1층,"서울특별시 노원구 한글비석로 279 (중계동, 중계1동주민센터)",37.65257588,127.0775854
1209,청암중고등학교 지하1층,"서울특별시 노원구 중계로 244 (중계동, 청암중고예술학교)",37.6513238,127.0733672
1210,청구아파트 지하1층 주차장,"서울특별시 노원구 중계로 225 (중계동, 청구3차아파트)",37.650536,127.075162
1211,건영아파트 지하1층 주차장,"서울특별시 노원구 노원로22길 71 (중계동, 건영3차아파트)",37.64772862,127.0742217
1212,"마들프라자 지하2, 3층 주차장","서울특별시 노원구 한글비석로 269 (중계동, 마들플라자)",37.6516925,127.0768537
1213,"영광프라자 지하2, 3층 주차장","서울특별시 노원구 한글비석로 265 (중계동, 영광프라자)",37.65154055,127.0766271
1214,"조은빌딩 지하2, 3층 주차장","서울특별시 노원구 중계로 220 (중계동, 조충빌딩)",37.65081757,127.0757448
1215,"세신프라자 지하2, 3층 주차장","서울특별시 노원구 한글비석로 253 (중계동, 세신프라자빌딩)",37.65033117,127.0764678
1216,청구종합상가 지하2층 주차장,"서울특별시 노원구 중계로 225 (중계동, 청구3차아파트)",37.650536,127.075162
1217,태릉입구역(지하1~4층),서울특별시 노원구 동일로 지하 992-1 (공릉동),37.61872774,127.0753622
1218,상계3.4동주민센터 B1층,"서울특별시 노원구 덕릉로 859 (상계동, 상계3.4동주민센터)",37.67277817,127.0832313
1219,월계2동주민센터 지하1층 주차장,"서울특별시 노원구 초안산로5길 28 (월계동, 월계2동주민센터)",37.63242365,127.0507887
1220,월계3동주민센터 지하1층 창고,"서울특별시 노원구 마들로 57-0 (월계동, 월계3동주민센터)",37.62097067,127.069301
1221,하계1동 주민센터 지하 1층 다목적 프로그램실,"서울특별시 노원구 노원로 261 (하계동, 하계1동주민센터)",37.64058863,127.0726485
1222,상계10동 주민센터 지하1층,"서울특별시 노원구 노원로 530 (상계동, 상계10동주민센터)",37.66123795,127.0602496
1223,공릉1동주민센터 지하1층,"서울특별시 노원구 동일로186길 3-24 (공릉동, 공릉1동주민센터)",37.62477809,127.0736846
1224,대주파크빌아파트 지하주차장 지하 1~2층,"서울특별시 노원구 섬밭로 52 (공릉동, 대주파크빌)",37.62144478,127.0719372
1226,롯데케슬루나 지하1층 주차장,"서울특별시 노원구 월계로45길 21 (월계동, 롯데캐슬루나아파트)",37.6264233,127.0510141
1227,공릉2동 현대성우아파트 지하주차장 1~3층,"서울특별시 노원구 공릉로27길 110 (공릉동, 현대성우아파트)",37.62584169,127.0774203
1228,삼성아파트 지하 1~2층 주차장,"서울특별시 노원구 중계로14나길 25 (중계동, 삼성아파트)",37.64878346,127.0826407
1229,양지대림1차아파트 지하1층 주차장,"서울특별시 노원구 덕릉로71길 30 (중계동, 양지대림아파트)",37.65060801,127.0697123
1230,"성원아파트 지하1,2층 주차장","서울특별시 노원구 노원로34길 34 (상계동, 성원아파트)",37.66044552,127.0656646
1231,은빛1단지아파트 지하1층 주차장,"서울특별시 노원구 동일로245길 162 (상계동, 은빛1단지아파트)",37.68229388,127.054256
1232,우남푸르미아 지하1층 주차장,"서울특별시 노원구 초안산로2길 91 (월계동, 월계동 우남푸르미아 아파트)",37.63279487,127.0572522
1233,주공11단지 지하1층 헬스장,"서울특별시 노원구 동일로227길 25 (상계동, 상계주공11단지아파트)",37.66697488,127.0555149
1234,양지대림2차아파트 지하1층 주차장,"서울특별시 노원구 덕릉로73길 28 (중계동, 양지대림아파트)",37.65247277,127.0717515
1235,동원베네스트 지하1층 주차장,서울특별시 노원구 월계로53길 21 (월계동),37.6311715,127.0586362
1236,사슴3단지아파트 303동 지하1층 주차장,"서울특별시 노원구 월계로55길 15 (월계동, 월계사슴3단지아파트)",37.63204098,127.0603336
1237,사슴3단지아파트301동지하1층 주차장,"서울특별시 노원구 월계로55길 15 (월계동, 월계사슴3단지아파트)",37.63204098,127.0603336
1238,건양노블레스지하1층 주차장,"서울특별시 노원구 화랑로45길 42-18 (월계동, 건양노블레스아파트)",37.61712072,127.0661206
1239,중계2.3동 주민센터 지하1층,서울특별시 노원구 노원로17길 56 (중계동),37.642097,127.0687848
1241,수락리버시티4단지 지하1층 주차장,"서울특별시 노원구 누원로 18 (상계동, 수락리버시티4단지)",37.6866125,127.0529339
1242,신동아아파트 지하1층,"서울특별시 노원구 한글비석로52길 66 (상계동, 신동아아파트)",37.66742988,127.0667983
1243,주공10단지 지하1층 헬스장,서울특별시 노원구 노원로 564 (상계동),37.66155415,127.056266
1244,주공14단지이파트 지하1층,"서울특별시 노원구 동일로228길 23 (상계동, 상계주공14단지아파트)",37.66778137,127.058481
1245,삼창아파트 지하1층,"서울특별시 노원구 광운로2가길 22 (월계동, 삼창아파트)",37.61796909,127.0595126
1246,청백1단지아파트 107동 지하1층 주차장,"서울특별시 노원구 초안산로 89 (월계동, 월계청백1단지아파트)",37.63553147,127.0521718
1247,서광아파트지하1층 주차장,"서울특별시 노원구 마들로1길 44 (월계동, 서광아파트)",37.62279427,127.0659238
1248,공릉2동 화랑타운아파트 지하주차장 1층,"서울특별시 노원구 화랑로51길 17 (공릉동, 화랑타운아파트)",37.62394343,127.0893876
1249,한화꿈에그린아파트  지하1~2층 주차장,"서울특별시 노원구 중계로8길 29 (중계동, 한화꿈에그린아파트)",37.64630502,127.0837273
1250,롯데우성아파트101동 지하1층 주차장,"서울특별시 노원구 노원로22길 34 (중계동, 롯데아파트,우성아파트)",37.64754854,127.0721042
1251,롯데우성아파트103동 지하1층 주차장,"서울특별시 노원구 노원로22길 34 (중계동, 롯데아파트,우성아파트)",37.64754854,127.0721042
1252,롯데우성아파트107동 지하1층 주차장,"서울특별시 노원구 노원로22길 34 (중계동, 롯데아파트,우성아파트)",37.64754854,127.0721042
1253,롯데우성아파트109동 지하1층 주차장,"서울특별시 노원구 노원로22길 34 (중계동, 롯데아파트,우성아파트)",37.64754854,127.0721042
1254,경남아너스빌아파트  주차장 지하1층,"서울특별시 노원구 덕릉로94길 10 (중계동, 경남아너스빌)",37.66235397,127.0765999
1255,동양메이저아파트 지하1층 주차장,"서울특별시 노원구 상계로5길 12 (상계동, 동양메이저아파트)",37.65718839,127.0640038
1256,금호타운아파트101동 지하1층,"서울특별시 노원구 한글비석로46나길 10 (상계동, 금호아파트)",37.66688545,127.0691117
1257,금호타운아파트102동 지하1층,"서울특별시 노원구 한글비석로46나길 10 (상계동, 금호아파트)",37.66688545,127.0691117
1258,학여울청구아파트 101동 지하주차장 지하1층,"서울특별시 노원구 동일로207길 186 (하계동, 학여울청구아파트)",37.63712614,127.0611515
1259,학여울청구아파트 102동 지하주차장 지하1층,"서울특별시 노원구 동일로207길 186 (하계동, 학여울청구아파트)",37.63712614,127.0611515
1260,학여울청구아파트 107동 지하주차장 지하1층,"서울특별시 노원구 동일로207길 186 (하계동, 학여울청구아파트)",37.63712614,127.0611515
1261,학여울청구아파트 109동 지하주차장 지하1층,"서울특별시 노원구 동일로207길 186 (하계동, 학여울청구아파트)",37.63712614,127.0611515
1262,성북역신도브래뉴아파트 지하1층 주차장,"서울특별시 노원구 광운로19길 38 (월계동, 성북역신도브래뉴)",37.62266537,127.0587403
1263,월계역신도브래뉴아파트 지하1층 주차장,"서울특별시 노원구 광운로 132 (월계동, 월계역신도브래뉴)",37.62845233,127.0585626
1264,노원문화원 지하1층,서울특별시 노원구 동일로197길 24 (공릉동),37.62871305,127.0698049
1265,청백1단지아파트105동 지하1층 주차장,"서울특별시 노원구 초안산로 89 (월계동, 월계청백1단지아파트)",37.63553147,127.0521718
1266,청백1단지아파트103동 지하1층 주차장,"서울특별시 노원구 초안산로 89 (월계동, 월계청백1단지아파트)",37.63553147,127.0521718
1267,청백1단지아파트 102동 지하1층 주차장,"서울특별시 노원구 초안산로 89 (월계동, 월계청백1단지아파트)",37.63553147,127.0521718
1268,KT노원지사 지하1층 주차장,서울특별시 노원구 노해로 502 (상계동),37.65468634,127.0637885
1269,풍천상가 지하1층 온수골 행복발전소,"서울특별시 노원구 노원로 522 (상계동, 풍천유치원빌딩)",37.66110279,127.0609911
1271,상계2동 공공복합청사 지하1층,"서울특별시 노원구 상계로 118 (상계동, 상계2동복합청사)",37.65755499,127.0678332
1272,광운대학교 지하2~3층 주차장,"서울특별시 노원구 광운로 20 (월계동, 광운대학교)",37.61937969,127.0581205
1273,주공15단지 지하1층 헬스장,"서울특별시 노원구 동일로227길 26 (상계동, 상계주공15단지아파트)",37.66720731,127.0555621
1274,포레나 노원 주차장 지하1~2층,"서울특별시 노원구 노원로38길 76(상계동, 포레나노원)",37.66439357,127.0614587
1275,공릉2동 삼익1차아파트 107동 지하1층 주차장,"서울특별시 노원구 공릉로46길 32 (공릉동, 삼익아파트)",37.62743081,127.0806835
1276,공릉2동 삼익1차아파트 103동 지하1층 주차장,"서울특별시 노원구 공릉로46길 32 (공릉동, 삼익아파트)",37.62743081,127.0806835
1277,공릉2동 태릉해링턴플레이스 지하주차장 1~3층,"서울특별시 노원구 공릉로34길 86 (공릉동, 태릉해링턴플레이스)",37.62508346,127.0818648
1278,은평경찰서 지하1층,"서울특별시 은평구 연서로 365 (불광동, 은평경찰서)",37.62786617,126.9291287
1279,메트로타워 지하주차장 2층~6층,"서울특별시 은평구 통일로 856 (불광동, 메트로타워)",37.61953734,126.9211277
1280,미미아파트(지하1층),"서울특별시 은평구 갈현로29길 11 (갈현동, 미미아파트)",37.6194594,126.9142062
1281,한솔아파트(지하1층),"서울특별시 은평구 갈현로23길 41 (갈현동, 한솔아파트)",37.61854214,126.910245
1282,우남아파트(지하1층),"서울특별시 은평구 서오릉로 258 (갈현동, 우남아파트)",37.61744695,126.9069417
1283,은평구청 보건소 지하1층,"서울특별시 은평구 은평로 195 (녹번동, 은평구종합청사)",37.60217556,126.9293379
1284,은평문화예술회관 지하2층,"서울특별시 은평구 녹번로 16 (녹번동, 은평문화예술회관)",37.60353877,126.9276846
1285,역촌역 6호선 지하1층,"서울특별시 은평구 서오릉로 지하 63 (녹번동, 6호선 역촌역사무소)",37.60604524,126.9229823
1286,불광역 3호선 지하1~2층,"서울특별시 은평구 통일로 지하723-1, 3,6호선 불광역사무소 (대조동)",37.61019595,126.9299846
1287,연신내역 3호선 지하1층,"서울특별시 은평구 통일로 지하 849 (갈현동, 3,6호선 연신내역사무소)",37.61896756,126.9211781
1288,구산역(6호선 3번출구 지하1층),"서울특별시 은평구 연서로 지하 137-1 (구산동, 6호선 구산역사무소)",37.61121599,126.9171698
1289,현재트윈빌아파트(지하1층),"서울특별시 은평구 서오릉로20길 5-10 (갈현동, 현재트윈빌아파트)",37.61632371,126.9085194
1290,연신내역 6호선 지하 2층~3층,"서울특별시 은평구 통일로 지하 849 (갈현동, 3,6호선 연신내역사무소)",37.61896756,126.9211781
1291,독바위역( 6호선) 대합실 지하1층~6층,"서울특별시 은평구 불광로 지하 129-1 (불광동, 6호선 독바위역사무소)",37.61840901,126.9328282
1292,은평병원 지하2층,"서울특별시 은평구 백련산로 90 (응암동, 은평병원)",37.59390971,126.9232505
1293,"응암역 6호선 지하1, 2층","서울특별시 은평구 증산로 지하 477 (역촌동, 6호선 응암역사무소)",37.59875465,126.9154879
1294,"새절역 6호선 지하 1, 2층","서울특별시 은평구 증산로 지하 400 (신사동, 6호선 새절역사무소)",37.59184178,126.9138891
1295,증산역(6호선) 지하 1~2층,"서울특별시 은평구 증산로 지하 306 (증산동, 6호선 증산역사무소)",37.58421654,126.9100346
1296,디지털미디어시티역(6호선) 지하 1~2층,"서울특별시 은평구 수색로 지하 175 (증산동, 6호선 디지털미디어시티역)",37.57739352,126.9022168
1297,불광역 6호선 지하1~4층,"서울특별시 은평구 통일로 지하723-1, 3,6호선 불광역사무소 (대조동)",37.61019595,126.9299846
1298,"갈현현대1차아파트 101동,102동 지하주차장 1층","서울특별시 은평구 갈현로33길 24 (갈현동, 갈현동현대아파트)",37.62154947,126.9141359
1299,코오롱하늘채아파트 지하주차장 1층,"서울특별시 은평구 갈현로29길 62 (갈현동, 코오롱하늘채아파트)",37.62305457,126.9109315
1300,건영아파트 지하주차장 1~2층,"서울특별시 은평구 갈현로45길 57 (갈현동, 갈현동건영아파트)",37.62921895,126.9137956
1301,은평구민체육센터(지하1~2층),"서울특별시 은평구 진관1로 40 (진관동, 은평구민체육센터)",37.63060558,126.9234847
1302,은평노인종합복지관(지하1층),"서울특별시 은평구 연서로 415 (진관동, 은평노인종합복지관)",37.63201412,126.9308177
